GMST|0x6de1c|fCombatTeammateFollowRadiusMult|
SCPT|0x100fda6|NVDLC01HoloFlickerEffectScript|
SCPT|0x100fb91|NVDLC01StarletFistsEffectScript|
SCPT|0x100f8fd|NVDLC01RestaurantConvTriggerSCRIPT|
SCPT|0x100f382|NVDLC01RestaurantBarkTriggerSCRIPT|
SCPT|0x100f381|NVDLC01RestaurantInteriorDoorScript|
SCPT|0x100f380|NVDLC01LobbytoRestaurantDoorSCRIPT|
SCPT|0x100f37f|NVDLC01LobbytoSuitesDoorSCRIPT|
SCPT|0x100f37e|NVDLC01SuitesInteriorElevatorScript|
SCPT|0x100f22b|NVDLC01DeanBarkTimerSCRIPT|
SCPT|0x100f226|NVDLC01DeanBarkTriggerScript|
SCPT|0x100f121|NVDLC01KitchenSetupSCRIPT|
SCPT|0x100ef13|NVDLC01LobbyTheaterDoorScript|
SCPT|0x100ef11|NVDLC01TheaterMainDoorScript|
SCPT|0x100ed58|NVDLC01DeanHolotape01Script|
SCPT|0x100ed57|NVDLC01StarletHolotape04Script|
SCPT|0x100ed56|NVDLC01StarletHolotape03Script|
SCPT|0x100ed55|NVDLC01StarletHolotape02Script|
SCPT|0x100ed54|NVDLC01StarletHolotape01Script|
SCPT|0x100ed53|NVDLC01TheaterHolotapeRecorderScript|
SCPT|0x100ec91|NVDLC01Gala02ElevatorTopsideDoorSCRIPT|
SCPT|0x100ec90|NVDLC01Gala02ElevatorDoorSCRIPT|
SCPT|0x100e9f4|NVDLC01TheaterHolotapeProjectorScript|
SCPT|0x100e89e|NVDLC01StarletKnockdownScript|
SCPT|0x100e89d|NVDLC01TheaterCodeHolderScript|
SCPT|0x100e883|NVDLC01GlobalToxicDamageSCRIPT|
SCPT|0x100e7cc|NVDLC01SuitesElevatorScript|
SCPT|0x100e544|NVDLC01wtCrowdControlN02SCRIPT|
SCPT|0x100e543|NVDLC01wtCrowdControlN01SCRIPT|
SCPT|0x100e4e6|NVDLC01GodBarkActivatorSCRIPT|
SCPT|0x100e479|NVDLC01Gala02ToxicCloudTerminalSCRIPT|
SCPT|0x100e2ca|NVDLC01Gala02EboxSCRIPT|
SCPT|0x100e2c9|NVDLC01Gala02InitialDoorSCRIPT|
SCPT|0x100e2a9|NVDLC01VaultKillTriggerScript|
SCPT|0x100e282|NVDLC01MQ01Script|
SCPT|0x100e1dd|NVDLC01SlotMachineScript|
SCPT|0x100e168|NVDLC01ETownSGhostDisable01SCRIPT|
SCPT|0x100e167|NVDLC01ETownSGhostEnable01SCRIPT|
SCPT|0x100dfd4|NVDLC01DogBarkTimerScript|
SCPT|0x100dfd3|NVDLC01DogBarkTriggerScript|
SCPT|0x100dad5|NVDLC01VaultHoloTerminalAScript|
SCPT|0x100dad4|NVDLC01VaultMainTerminalScript|
SCPT|0x100dad3|NVDLC01VaultMainDoorTerminalScript|
SCPT|0x100d959|NVDLC01BlackjackTableScript|
SCPT|0x100d7e5|NVDLC01StarletLobbyScript|
SCPT|0x100cedd|NVDLC01ElijahDialogueQuestScript|
SCPT|0x100cedc|NVDLC01VaultElijahTalkingActivatorScript|
SCPT|0x100cde3|NVDLC01VaultPlayerBlocksTriggerScript|
SCPT|0x100cdbb|NVDLC01DogEatGhostScript|
SCPT|0x100c82d|NVDLC01SuitesChristineConvSCRIPT|
SCPT|0x100c82c|NVDLC01ChristineTerminalFXSCRIPT|
SCPT|0x100c82b|NVDLC01SuitesSurgeryReadySCRIPT|
SCPT|0x100c82a|NVDLC01SuitesAutoDocSCRIPT|
SCPT|0x100c736|NVDLC01LobbyStarVanish|
SCPT|0x100c59e|NVDLC01VillaTravelTriggerScript|
SCPT|0x100c595|NVDLC01VaultPlayerSafeTriggerScript|
SCPT|0x100c54d|NVDLC01trapBearTrapScript|
SCPT|0x100c54c|NVDLC01TrapTripwireSCRIPT|
SCPT|0x100c544|NVDLC01ToxicCloudTriggerSCRIPT|
SCPT|0x100c542|NVDLC01ToxicCloudSCRIPT|
SCPT|0x100c4ce|NVDLC01RouletteScript|
SCPT|0x100c4cd|NVDLC01CasinoCompsScript|
SCPT|0x100c14f|NVDLC01VaultMainDoorScript|
SCPT|0x100c14e|NVDLC01VaultMainDoorSealSCRIPT|
SCPT|0x100c10e|NVDLC01GalaEventQuestScript|
SCPT|0x100c10c|NVDLC01GalaActivatorScript|
SCPT|0x100bfbb|NVDLC01VaultElevatorScript|
SCPT|0x100be20|NVDLC01VaultTurretScript|
SCPT|0x117509|VTopsAmbushThugSCRIPT|
SCPT|0x115f03|VMQTopsScript|
SCPT|0x100ae72|NVDLC01VistaWeatherVolume|
SCPT|0x100ae2e|NVDLC01ChristineGalaTriggerScript|
SCPT|0x100ae2b|NVDLC01DeanGalaTriggerScript|
SCPT|0x100ae27|NVDLC01VaultCodeHolderScript|
SCPT|0x100adc6|NVDLC01DogGalaTriggerScript|
SCPT|0x100adbb|NVDLC01CasinoKnockoutTriggerScript|
SCPT|0x100ad9c|NVDLC01SuitesBrokenIntercomSCRIPT|
SCPT|0x100ad9b|NVDLC01SuitesBarkActivatorSCRIPT|
SCPT|0x100a84a|NVDLC01TrapGenericTripwireSCRIPT|
SCPT|0x100a848|NVDLC01SuitesSecurityPasswordSCRIPT|
SCPT|0x100a66f|NVDLC01TrapGasSCRIPT|
SCPT|0x100a59b|NVDLC01LobbyStatesScript|
SCPT|0x100a59a|NVDLC01CasinoSwitchScript|
SCPT|0x100a53c|NVDLC01HoloStopTriggerScript|
SCPT|0x100a4f5|NVDLC01ClinicAutoDocQuestScript|
SCPT|0x100a4ef|NVDLC01ClinicAutoDocScript|
SCPT|0x1009256|NVDLC01HologramWarningEffectSCRIPT|
SCPT|0x1009245|NVDLC01ClinicSecurityTerminalScript|
SCPT|0x1008fc1|NVDLC01WTSupportQuestScript|
SCPT|0x1008fc0|NVDLC01wtPatrolSCRIPT|
SCPT|0x1008bcf|NVDLC01ClinicBasementTerminalScript|
SCPT|0x1008bb3|NVDLC01ForceFieldImpactVolumeScript|
SCPT|0x1007404|NVDLC01HoloEmitterAllScript|
SCPT|0x1006ed2|NVDLC01HoloVaultTriggerChallengeSCRIPT|
SCPT|0x1006e9c|NVDLC01RadioSphereSCRIPT|
SCPT|0x1006e95|NVDLC01CollarTestConsoleSCRIPT|
SCPT|0x1006e92|NVDLC01BombCollarQuestSCRIPT|
SCPT|0x1006e8e|NVDLC01RadioSpeakerSCRIPT|
SCPT|0x100680d|NVDLC01GasValveRepairSCRIPT|
SCPT|0x100661b|NVDLC01PassEntertainerSCRIPT|
SCPT|0x100661a|NVDLC01PassMaintenanceSCRIPT|
SCPT|0x1006619|NVDLC01SuitesCentralTerminalSCRIPT|
SCPT|0x1006618|NVDLC01SuitesSetupSCRIPT|
SCPT|0x100636b|NVDLC01HoloCasinoCodeHolderSCRIPT|
SCPT|0x47a96|TrapGenericGasValveSCRIPT|
SCPT|0x10062b1|NVDLC01MQ00Script|
SCPT|0x1005dcc|NVDLC01HoloSupportQuestSCRIPT|
SCPT|0x1005d12|NVDLC01ChristineSCRIPT|
SCPT|0x1005d11|NVDLC01FireScript|
SCPT|0x1005d10|NVDLC01DogScript|
SCPT|0x1005d0f|NVDLC01HireScript|
SCPT|0x1005458|NVDLC01FollowersQuestScript|
SCPT|0x1005276|NVDLC01DeanScript|
SCPT|0x1005237|NVDLC01ClinicAutoDocChristineSCRIPT|
SCPT|0x1004f0c|NVDLC01TheaterDeanFirstTriggerSCRIPT|
SCPT|0x100496c|NVDLC01ChristineDialogueScript|
SCPT|0x100496b|NVDLC01DogDialogueScript|
SCPT|0x1004909|NVDLC01GenericSoundTriggerScript|
SCPT|0x1003517|NVDLC01SierraMadreEntryTriggerScript|
SCPT|0x1003512|NVDLC01HologramEffect01SCRIPT|
SCPT|0x1003088|NVDLC01FollowersScript|
SCPT|0x10029d9|NVDLC01HoloBaseCodeHolderSCRIPT|
SCPT|0x10029d8|VDLC01GhostTest3SCRIPT|
SCPT|0x10029d7|VDLC01GhostTestSCRIPT|
SCPT|0x1001d1d|NVDLC01MQ03Script|
SCPT|0x1001d1c|NVDLC01ElijahScript|
SCPT|0x1001313|NVDLC01DebugGalaTriggerScript|
SCPT|0x100130e|NVDLC01FountainTriggerScript|
SCPT|0x100130b|NVDLC01MQ02Script|
SCPT|0x100130a|NVDLC01DeanDialogueScript|
LTEX|0x100dfb0|VillaCobblestone|
ENCH|0x1013ff3|NVDLC01HolorifleObjectEffect|Holorifle AoE
ENCH|0x1013fe1|NVDLC01DummyPolicePistol|
ENCH|0x1013fe0|NVDLC01DummyCosmicKnifeSuperHeated|
ENCH|0x1013d99|NVDLC01EnchClothingStarletDress|Nightwear
ENCH|0x1012c2d|NVDLC01HeatedKnifeFireEffect|Burning
ENCH|0x1012c01|NVDLC01StealthsuitEffect|Stealth Suit
ENCH|0x1010ada|NVDLC01DummyCosmicKnife|Limb Damage Dummy Effect
ENCH|0x100e89f|NVDLC01StarletWrapsObjEffect|Starlet's Fury
ENCH|0x1004f0b|NVDLC01HologramSuitNeutralEffect|Hologram Suit-ness
SPEL|0x101402d|NVDLC01RestUp|
SPEL|0x1013c94|NVDLC01AdrenalineShot|
SPEL|0x1013368|NVDLC01HologramNeutralSpell2|Hologram Neutral 2
SPEL|0x1012c2f|NVDLC01HeatedKnifeSmokingEffect|BurningNormal
SPEL|0x1012c2a|NVDLC01HeatedKnifeBurnEffect|BurningNormal
SPEL|0x1012c29|NVDLC01HeatedKnifeEffectSpell|BurningNormalSkin
SPEL|0x1010ec1|NVDLC01RegenDean02|Dean's Regeneration
SPEL|0x1010ec0|NVDLC01RegenDean03|Dean's Regeneration
SPEL|0x1010adf|NVDLC01DogEatBoost|Tasty Morsel Boost
SPEL|0x100fe21|NVDLC01HologramFlickerOutSpell|Hologram Flicker Out
SPEL|0x100fe20|NVDLC01HologramFlickerInSpell|Hologram Flicker In
SPEL|0x100fda9|NVDLC01HologramFlickerSpell|Hologram Flicker
SPEL|0x100f3f8|NVDLC01HoloFireImmunity|Immune to Fire
SPEL|0x100cede|NVDLC01KillSpell|Kill
SPEL|0x1009257|NVDLC01HoloWarnSpell|Hologram Warning
SPEL|0x10091c4|NVDLC01RegenDean|Dean's Regeneration
SPEL|0x1004f0a|NVDLC01HologramRegen|Hologram Regeneration
SPEL|0x1003513|NVDLC01HologramNeutralSpell|Hologram Neutral
ACTI|0x1658ba|MedicalClinicAutoDoc|Mk I Auto-Doc
ACTI|0x1014077|NVDLC01GotDogTapeTrigger|Got Dog Tape Trigger
ACTI|0x101406e|NVDLC01ChristineWaitTrigger|Christine Wait Trigger
ACTI|0x101406c|NVDLC01TheaterKeyTrigger|Theater Key Trigger
ACTI|0x1014024|NVDLC01StopGodBasementBarkTrigger|Stop God Basement Bark Trigger
ACTI|0x1014016|NVDLC01SprungTrapBearTrap|Bear Trap
ACTI|0x1014015|NVDLC01trapShotgun|Rigged Shotgun
ACTI|0x1013ffb|NVDLC01FollowerGhostBarkTrigger|Follower Ghost Bark Trigger
ACTI|0x1013ff5|NVDLC01SuitesNoSleepTrigger|Suites No Sleep Trigger
ACTI|0x1013fd2|NVDLC01VaultLockTrigger|
ACTI|0x1013fcc|NVDLC01CasinoIntroTrigger|
ACTI|0x1013fb9|NVDLC01LobbyIntercomBarkActivator|
ACTI|0x1013fb2|NVDLC01ReturnEquipmentTrigger|Return Player Equipment Trigger
ACTI|0x1013f78|NVDLC01TheaterEscapeTrigger|Theater Escape Trigger
ACTI|0x1013f5d|NVDLC01RadioElijahSpeaker|Radio
ACTI|0x1013e4e|NVDLC01FountainBlocker|
ACTI|0x1013d91|NVDLC01HologramWorshipTrigger|Gas Valve
ACTI|0x1013d90|NVDLC01WorshipBreakingTrigger|Gas Valve
ACTI|0x1013d61|NVDLC01WTElijahBarkSwitchingStation|
ACTI|0x1013c87|NVDLC01ElijahFountainActivator|Father Elijah
ACTI|0x1013c70|NVDLC01ScareHarvesterDisableTrigger|Gas Valve
ACTI|0x1013c6f|NVDLC01InitialHarvesterTrigger|Gas Valve
ACTI|0x1013c6e|NVDLC01ScareHarvesterActivateTrigger|Gas Valve
ACTI|0x1013c66|NVDLC01SuitesEscapeTrigger|Suites Escape Trigger
ACTI|0x1013c64|NVFollowerFireTrigger|New Vegas Companion Fire Trigger
ACTI|0x1013c1b|NVDLC01MQ03aEscapeTrigger|Kitchen Escape Trigger
ACTI|0x1013a7c|NVDLC01PoliceStationDoorTrigger|Gas Valve
ACTI|0x1013a7b|NVDLC01PostChristineEnemyEnableTrigger|Post-Christine Enemy Enable Trigger
ACTI|0x1013a5e|NVDLC01ElijahProjector|Elijah Projector
ACTI|0x1013a05|NVDLC01EnableElijahTrigger|Enable Elijah Trigger
ACTI|0x1013a02|NVDLC01HoloEmitterC75|Hologram Emitter
ACTI|0x1013a01|NVDLC01HoloEmitterC50|Hologram Emitter
ACTI|0x1013a00|NVDLC01HoloEmitterC25|Hologram Emitter
ACTI|0x10139ff|NVDLC01HoloEmitterB75|Hologram Emitter
ACTI|0x10139fe|NVDLC01HoloEmitterB50|Hologram Emitter
ACTI|0x10139fd|NVDLC01HoloEmitterB25|Hologram Emitter
ACTI|0x10139fc|NVDLC01HoloEmitterA75|Hologram Emitter
ACTI|0x10139fb|NVDLC01HoloEmitterA50|Hologram Emitter
ACTI|0x10139fa|NVDLC01HoloEmitterA25|Hologram Emitter
ACTI|0x10139dc|NVDLC01GlobalToxicBarkTrigger|Elijah Global Toxic Bark
ACTI|0x10139cc|NVDLC01DrinkUrinal03Purified|Urinal
ACTI|0x10139c4|NVDLC01DrinkUrinal01Avg|Urinal
ACTI|0x10139bf|NVDLC01VaultElijahScreen|Vault Elijah Screen
ACTI|0x101394b|NVDLC01RadioAMLDean|
ACTI|0x101393a|NVDLC01VaultTurretBox|Turret Defense Electric Generator
ACTI|0x10138a8|NVDLC01ElijahsChemistrySet|Elijah's Chemistry Set
ACTI|0x1013867|NVDLC01KitchenElijahSecondUpTrigger|Elijah's Signal Transmission
ACTI|0x1013780|NVDLC01HoloEmitterVendor|Hologram Emitter
ACTI|0x1013551|NVDLC01SuitesGasValve|Gas Valve
ACTI|0x101336a|NVDLC01Gala02SmallUtlRmFan|
ACTI|0x1013323|NVDLC01CollarSpeaker|
ACTI|0x101302e|NVDLC01HologramFriendCodeHolder2|Direct the Show Part Two
ACTI|0x1012f60|NVDLC01WTElijahHolorifleBarkTrigger|Gas Valve
ACTI|0x1012ea8|NVDLC01RadioAMLSpeaker|
ACTI|0x1012c03|NVDLC01ETFanAnimationTrigger|
ACTI|0x1012baf|NVDLC01GodTapeActivator|God Basement Tape Activator
ACTI|0x10127f6|NVDLC01WTChristineTerrifiedSoundBarkTrigger|Gas Valve
ACTI|0x10126d8|NVDLC01ElijahCasinoGateBarkTrigger|Elijah Casino Gate Bark Trigger
ACTI|0x10126d2|NVDLC01ElijahMojaveBarkTrigger|Elijah Mojave Bark Trigger
ACTI|0x101266a|NVDLC01VaultExplosionTrigger01|Fireworks!
ACTI|0x1012500|NVDLC01VendingArtDecoOFF|Vending Machine
ACTI|0x10123e5|NVDLC01ChristineSpeakerDialogueTrigger|Christine Speaker Dialogue Trigger
ACTI|0x101226e|NVDLC01DogGalaElectricalSwitch|Corroded Electrical Switch
ACTI|0x101226d|NVDLC01DogGalaDiagram|Electrical Diagram
ACTI|0x1012266|NVDLC01VaultPlayerTroubleTrigger|Player Trouble Zone
ACTI|0x1012265|NVDLC01VaultCollarCodeHolder|Bomb Collar Counter
ACTI|0x10120a8|NVDLC01GhostBarkTrigger|Ghost Bark Trigger
ACTI|0x1011f66|NVDLC01ClinicAutoDocChristine|Malfunctioning Auto-Doc
ACTI|0x1011f4c|NVDLC01RadioElijahActivator|Elijah Radio Activation Volume
ACTI|0x1011ddf|NVDLC01CloudResidue|Cloud Residue
ACTI|0x1011d0f|NVDLC01ElijahBarkGalaDeanTrigger|
ACTI|0x1011cfa|NVDLC01ETElijahBark13|
ACTI|0x1011cbd|NVDLC01WTDogRoofBarkTrigger|
ACTI|0x1011cbc|NVDLC01ETChristineVendBarkTrigger|
ACTI|0x1011cbb|NVDLC01WTDeanGalaBarkTrigger|
ACTI|0x1011cba|NVDLC01WTChristineSmallSpaceBarkTrigger|
ACTI|0x1011cb9|NVDLC01WTChristineGalaBarkTrigger|
ACTI|0x1011cb8|NVDLC01WTDeanSneakBarkTrigger|
ACTI|0x1011cb7|NVDLC01WTChristineRoofBarkTrigger|
ACTI|0x1011cb6|NVDLC01WTDogInsideBarkTrigger|
ACTI|0x1011cb5|NVDLC01WTDeanTreeBarkTrigger|
ACTI|0x1011cb4|NVDLC01WTDeanUmbrellasBarkTrigger|
ACTI|0x1011c36|NVDLC01SuitesElijahTapeUpTrigger|Elijah's Signal Transmission
ACTI|0x1011c35|NVDLC01KitchenElijahTapeUpTrigger|Elijah's Signal Transmission
ACTI|0x1011c34|NVDLC01KitchenElijahFirstUpTrigger|Elijah's Signal Transmission
ACTI|0x1011c11|NVDLC01TheaterElijahTapeUpTrigger|Elijah's Signal Transmission
ACTI|0x1011c0e|NVDLC01TheaterElijahFirstUpTrigger|Elijah's Signal Transmission
ACTI|0x1011bd9|NVDLC01ETDeanBellTowerBarkTrigger|
ACTI|0x1011bd6|NVDLC01ETDeanSierraMadreTrigger|
ACTI|0x1011bd3|NVDLC01ETDogBoneBarkTrigger|
ACTI|0x1011bd0|NVDLC01ETDogEnterBarkTrigger|
ACTI|0x1011bcd|NVDLC01ETDeanHouseBarkTrigger|
ACTI|0x1011bca|NVDLC01ETChristineSpeakerBarkTrigger|
ACTI|0x1011bc7|NVDLC01ETDeanGasBarkTrigger|Gas Valve
ACTI|0x1011bc4|NVDLC01ETDogGalaBarkTrigger|Dog near gala bark trigger
ACTI|0x1011afe|NVDLC01ElijahOfficeTrigger|Elijah OfficeTrigger
ACTI|0x1011adc|NVDLC01Gala02ElijahCloudBarkTrigger|Gas Valve
ACTI|0x1011adb|NVDLC01Gala02ChristineJumpBarkTrigger|Gas Valve
ACTI|0x1011ada|NVDLC01Gala02EnterElijahBarkTrigger|Gas Valve
ACTI|0x1011a44|NVDLC01SuitesElijahFirstUpTrigger|Elijah's Signal Transmission
ACTI|0x1011a43|NVDLC01SuitesElijahSecondUpTrigger|Elijah's Signal Transmission
ACTI|0x10118fd|NVDLC01Gala02UtlRmFan|
ACTI|0x10118fc|NVDLC01Gala02BrokenCatwalkBarkTrigger|Gas Valve
ACTI|0x10118fb|NVDLC01Gala02CloudTerminalBarkTrigger|Gas Valve
ACTI|0x10118fa|NVDLC01Gala02EnteringCloudBarkTrigger|Gas Valve
ACTI|0x10118f9|NVDLC01Gala02ExitingCloudBarkTrigger|Gas Valve
ACTI|0x10118f8|NVDLC01Gala02FirstDoorBarkTrigger|Gas Valve
ACTI|0x1011476|NVDLC01VendingBarkTrigger|Companion Vending Machine Bark
ACTI|0x1011408|NVDLC01SuitesVaultIntercom|Vault Elevator Microphone
ACTI|0x1011407|NVDLC01SuitesElijahElevatorTrigger|Elijah's Signal Transmission
ACTI|0x1011219|NVDLC01CraftingOven|Electric Hot Plate
ACTI|0x10111c2|NVDLC01TheaterDeanBark01Trigger|Dean Barks
ACTI|0x10111c1|NVDLC01TheaterDeanBark02Trigger|Dean Barks
ACTI|0x10111c0|NVDLC01TheaterDeanBark03Trigger|Dean Barks
ACTI|0x10111bf|NVDLC01TheaterDeanBark04Trigger|Dean Barks
ACTI|0x1011021|NVDLC01CasinoElijahBarkTrigger|NVDLC01CasinoElijahBark
ACTI|0x1010f63|NVDLC01VillaElijahTrigger|Villa Elijah Bark Trigger
ACTI|0x1010f61|NVDLC01ClinicElijahBark02Trigger|Clinic Elijah Bark Trigger
ACTI|0x1010f5c|NVDLC01ClinicElijahBark01Trigger|Clinic Elijah Bark Trigger
ACTI|0x1010ef7|NVDLC01GhostSpawnTrigger03|Gas Valve
ACTI|0x1010ef2|NVDLC01TrapPressurePlate|Pressure Plate
ACTI|0x1010ed5|NVDLC01HologramFriendCodeHolder|Direct the Show
ACTI|0x1010e88|NVDLC01BunkerRadio|Radio
ACTI|0x1010e08|NVDLC01GhostSpawnDisable|Gas Valve
ACTI|0x1010e07|NVDLC01GhostSpawnTrigger02|Gas Valve
ACTI|0x1010e06|NVDLC01GhostSpawnTrigger01|Gas Valve
ACTI|0x1010dd7|NVDLC01KitchenGasDamageTrigger|
ACTI|0x1010dcb|NVDLC01LobbyElijahBark01|LobbyElijahBark01
ACTI|0x1010daa|NVDLC01KitchenGasTrap|
ACTI|0x1010bfd|NVDLC01ClinicBarkTrigger|Clinic Companion Bark Trigger
ACTI|0x1010af7|NVDLC01DeanBarkActivateTrigger|Dean Bark Activate Trigger
ACTI|0x1010abf|DrinkSinkMetal01Avg|Sink
ACTI|0x1010a21|NVDLC01ETNGGGSwitch02Trigger|Gas Valve
ACTI|0x1010a20|NVDLC01ETNGGGSwitch01Trigger|Gas Valve
ACTI|0x1010a10|NVDLC01SlideShowTrigger|NVDLC01 Slideshow Trigger
ACTI|0x10109f5|NVDLC01SpeakerINVOff|Speaker
ACTI|0x10107f6|NVDLC01ETNGalaGauntletGhostTrigger|Gas Valve
ACTI|0x10107f5|NVDLC01ETNGhostEnableTrigger02|
ACTI|0x10107f4|NVDLC01ETNGhostDisableTrigger02|
ACTI|0x10107f3|NVDLC01ETNGhostEnableTrigger01|
ACTI|0x10107f2|NVDLC01ETNGhostDisableTrigger01|
ACTI|0x1010626|NVDLC01KitchenGasValve|Gas Valve
ACTI|0x1010625|NVDLC01KitchenDogMoveTrigger|
ACTI|0x1010416|NVDLC01ResetBarkTrigger|Reset Bark Trigger
ACTI|0x101025c|NVDLC01ETPlayerGalaEnableViewTrigger|
ACTI|0x10100a6|NVDLC01ElijahWestTownTrigger|Elijah West Town Trigger
ACTI|0x10100a2|NVDLC01ElijahEastTownTrigger|Elijah East Town Trigger
ACTI|0x101009f|NVDLC01ElijahResidentialTrigger|Elijah Residential Bark
ACTI|0x101009c|NVDLC01ElijahMedicalTrigger|Elijah Medical District Bark Trigger
ACTI|0x100ffd5|NVDLC01VerasPartituresActivator|Vera's Partitures
ACTI|0x100fe55|NVDLC01WTDeanEnterBarkTrigger|
ACTI|0x100f8fc|NVDLC01RestaurantDogConvTrigger|
ACTI|0x100f41f|NVDLC01StealthTestCodeBox|Stealth Test Patrol Packages
ACTI|0x100f37d|NVDLC01RestaurantBarkTrigger|
ACTI|0x100f229|NVDLC01RadioDean|Radio
ACTI|0x100f224|NVDLC01DeanBarkTrigger|Dean Bark Trigger
ACTI|0x100f120|NVDLC01KitchenSetupActivator|
ACTI|0x100ed52|NVDLC01TheaterTapeRecorder|Holotape Recorder
ACTI|0x100ec93|NVDLC01Gala02ElevatorDoor|Elevator
ACTI|0x100ec92|NVDLC01Gala02ElevatorTopsideDoor|Elevator to Switching Station
ACTI|0x100e9f5|NVDLC01TheaterProjector|Holotape Projector
ACTI|0x100e8a0|NVDLC01TheaterCodeHolder|Direct Theater Scene
ACTI|0x20d73|DrinkFireHydrant03Purified|Fire Hydrant
ACTI|0x100e546|NVDLC01wtCrowdControlN02|WT Crowd Control
ACTI|0x20d72|DrinkFireHydrant01Avg|Fire Hydrant
ACTI|0x100e545|NVDLC01wtCrowdControlN01|WT Crowd Control
ACTI|0x100e4e7|NVDLC01GodBarkActivator|God Basement Bark Activator
ACTI|0x100e426|NVDLC01HamRadioON|Ham Radio
ACTI|0x100e424|NVDLC01HamRadio|Ham Radio
ACTI|0x100e2cd|NVDLC01Gala02Ebox|Electric Box
ACTI|0x100e2aa|NVDLC01VaultKillTrigger|Kill Player
ACTI|0x100e1de|NVDLC01Slot01|Slot Machine
ACTI|0x100e16e|NVDLC01ETSGhostEnableTrigger01|
ACTI|0x100e16d|NVDLC01ETSGhostDisableTrigger01|
ACTI|0x100e166|NVDLC01SpeakerOff|
ACTI|0x100dfd1|NVDLC01DogBarkTrigger|Dog's Bark Trigger
ACTI|0x100d95a|NVDLC01BlackjackTable|Blackjack Table
ACTI|0x100cde2|NVDLC01VaultPlayerBlocksTrigger|Player Block Zone
ACTI|0x100c829|NVDLC01SuitesChristineConvActivator|Christine Intercom Bark Activator
ACTI|0x100c828|NVDLC01SuitesSurgeryReadyActivator|Christine Surgery Ready Activator
ACTI|0x100c827|NVDLC01SuitesAutoDoc|Mk I Auto-Doc
ACTI|0x100c737|NVDLC01StarVanishTrigger|NVDLC01StarVanishTrigger
ACTI|0x100c59c|NVDLC01VillaTravelTrigger|Transition to Villa
ACTI|0x100c596|NVDLC01VaultPlayerSafeTrigger|Player Safe Zone
ACTI|0x100c54e|NVDLC01TrapBearTrap|Bear Trap
ACTI|0x100c540|NVDLC01ToxicCloudTrigger|
ACTI|0x100c4cf|NVDLC01RouletteTable|Roulette Table
ACTI|0x100c14d|NVDLC01VaultMainDoorSealTrigger|Seal The Vault
ACTI|0x100c10b|NVDLC01GalaActivator|Fireworks Control Panel
ACTI|0x100be21|NVDLC01VaultTurretCodeHolder|Turrets Counter
ACTI|0x100ae73|NVDLC01VistaWestherVolume|Set Vista Weather
ACTI|0x100ae2c|NVDLC01ChristineGalaTrigger|Christine Gala Trigger
ACTI|0x100ae29|NVDLC01DeanGalaTrigger|Dean Gala Trigger
ACTI|0x100ae26|NVDLC01VaultCodeHolder|Direct End Game Show
ACTI|0x100adc4|NVDLC01DogGalaTrigger|Dog Gala Trigger
ACTI|0x100ad9a|NVDLC01SuitesBarkActivator|Christine Intercom Bark Activator
ACTI|0x100abec|NVDLC01VendingArtDeco|Vending Machine
ACTI|0x100a847|NVDLC01TrapTripwire|Tripwire
ACTI|0x100a670|NVDLC01TrapGasFire|
ACTI|0x100a59e|NVDLC01CasinoSwitch01|Electrical Switch
ACTI|0x100a59d|NVDLC01CasinoSwitchCodeBox|Casino Switch Code Box
ACTI|0x100a59c|NVDLC01LobbyCodeHolder|Lobby Code Holder
ACTI|0x100a53b|NVDLC01HologramStopTrigger|Stop the Show
ACTI|0x1008fc2|NVDLC01PatrolTrigger|West Town Patrol Packages
ACTI|0x1008bb4|NVDLC01ForceFieldImpactVolume|
ACTI|0x1007403|NVDLC01HoloEmitterB|Hologram Emitter
ACTI|0x1007402|NVDLC01HoloEmitterC|Hologram Emitter
ACTI|0x1007401|NVDLC01HoloEmitterA|Hologram Emitter
ACTI|0x1006ed3|NVDLC01VaultHoloTrigger01|Start the Show
ACTI|0x1006e9f|NVDLC01SpeakerDest|
ACTI|0x1006e9e|NVDLC01SpeakerINV|Speaker
ACTI|0x1006e98|NVDLC01CollarTestConsole|Collar Test Console
ACTI|0x1006e94|NVDLC01Radio|Radio
ACTI|0x1006e8c|NVDLC01RadioExplosiveTEST|
ACTI|0x1006ca6|NVDLC01RadioSphereTrigger|Gas Valve
ACTI|0x100680e|NVDLC01GasValveRepair|Gas Valve
ACTI|0x100661c|NVDLC01SuitesSetupVolume|
ACTI|0x100636c|NVDLC01CasinoHoloCodeHolder|Casino Teaching Holograms
ACTI|0x1005d14|NVDLC01FireTrigger|Gas Valve
ACTI|0x1005d13|NVDLC01HireTrigger|Gas Valve
ACTI|0x100545c|NVDLC01HologramCodeHolder|Direct the Show
ACTI|0x1005259|NVDLC01RadioStartON|Radio
ACTI|0x1005239|NVDLC01ClinicAutoDoc|Mark IX Auto-Doc
ACTI|0x1005235|NVDLC01ClinicChristinePanel|Auto-Doc Control Panel
ACTI|0x1004f08|NVDLC01TheaterDeanFirstTrigger|Start the Show
ACTI|0x1003515|NVDLC01SierraMadreEntryTrigger|Sierra Madre Entry Trigger
ACTI|0x10029da|HoloTestCodeHolder|Direct the Show
ACTI|0x1001311|NVDLC01DebugGalaTrigger|Debug Gala Trigger
