GMST|0x100e21f|iMapMarkerVisibleDistance|
SCPT|0x1008720|NVDLC04DeathclawBossSCRIPT|
SCPT|0x100871f|NVDLC04DivideDeathclawWarheadSCRIPT|
SCPT|0x10086bd|NVDLC04HighRoadEntrySCRIPT|
SCPT|0x1008695|NVDLC04DivideBldgWarheadSCRIPT|
SCPT|0x100868f|NVDLC04MQ01cTriggerSCRIPT|
SCPT|0x100868e|NVDLC04MissileLaunchQuestSCRIPT|
SCPT|0x100868b|NVDLC04LaunchControlActivatorSCRIPT|
SCPT|0x1008689|NVDLC04UlyssesTempleDoor01SCRIPT|
SCPT|0x1008474|NVDLC04WeapSonicDetonatorAddSCRIPT|
SCPT|0x1008472|NVDLC04DivideVistaSiloDoorSCRIPT|
SCPT|0x100846f|NVDLC04Silo1EDETrigger01SCRIPT|
SCPT|0x100846c|NVDLC04CollapsedBuildingDoorSCRIPT|
SCPT|0x100846a|NVDLC04MQ03bSCRIPT|
SCPT|0x1008469|NVDLC04Silo01ReactorDoorSCRIPT|
SCPT|0x1007d1f|NVDLC04DivideRumbleTriggerSCRIPT|
SCPT|0x1007d1e|NVDLC04DivideDeathclawCaveInTriggerSCRIPT|
SCPT|0x100796b|NVDLC04ForceDivideNormalWeatherTriggerSCRIPT|
SCPT|0x100796a|NVDLC04ForceDivideCaveWeatherTriggerSCRIPT|
SCPT|0x100792e|NVDLC04SetDivideNormalWeatherTriggerSCRIPT|
SCPT|0x100792d|NVDLC04DivideSupportQuestSCRIPT|
SCPT|0x100792c|NVDLC04SetDivideCaveWeatherTriggerSCRIPT|
SCPT|0x1007485|NVDLC04WarheadSCRIPT|
SCPT|0x1007483|NVDLC04WeapGrenadeFlashBangEffectSCRIPT|
SCPT|0x100747b|NVDLC04WeapFlareGunAreaEffectSCRIPT|
SCPT|0x1004d17|NVDLC04DialogueEDESCRIPT|
SCPT|0x1004cf9|NVDLC04EDESCRIPT|
SCPT|0x1004c3d|NVDLC04TunnelerAmbusherSCRIPT|
SCPT|0x10046e7|NVDLC04BlastDoorActivateScript|
SCPT|0x1004686|NVDLC04SnowglobeSCRIPT|
SCPT|0x10045ad|NVDLC04TunnelerSCRIPT|
SCPT|0x1003e4a|NVDLC04MQ01aSCRIPT|
SCPT|0x1003e48|NVDLC04UlyssesTempleExitDoorSCRIPT|
SCPT|0x1003e45|NVDLC04UlyssesSCRIPT|
SCPT|0x1003e35|NVDLC04Silo02DoorSCRIPT|
SCPT|0x1003e2c|NVDLC04UlyssesTempleDoor02SCRIPT|
SCPT|0x1003e2a|NVDLC04DivideDoor2SCRIPT|
SCPT|0x1003e27|NVDLC04MQ02aTriggerSCRIPT|
SCPT|0x10039f9|NVDLC04DivideDoorSCRIPT|
SCPT|0x10039f8|NVDLC04RoadTunnelDoor02SCRIPT|
SCPT|0x10039ef|NVDLC04Silo1DoorSCRIPT|
SCPT|0x10039e6|NVDLC04MojaveDoorSCRIPT|
SCPT|0x10039e4|NVDLC04WreckageDoorSCRIPT|
SCPT|0x1003607|NVDLC04XPCalculatorSCRIPT|
SCPT|0x1003604|NVDLC04MQ00SCRIPT|
SCPT|0x1003217|NVDLC04Silo1ElevatorScript|
ENCH|0x100dfdc|NVDLC04EnchRedGlareRocketIncendiaryEffect|Burning
ENCH|0x100df3e|NVDLC04DummyFistRawr|Dummy Fist of * Rawr Effect
ENCH|0x100df1e|NVDLC04DummyIgnoreDTDREffect|Ignores DT/DR Dummy Effect
ENCH|0x100dc08|NVDLC04NailGunOE|Silent
ENCH|0x100dc03|NVDLC04TunnelerPoisonDeathEnch|Area Poison Effect
ENCH|0x100d4ad|NVDLC04EnchEDEArcEffect|Electrocution
ENCH|0x100d35c|NVDLC04ArmorBreathingMaskOE|Breathing Mask
ENCH|0x100d35a|NVDLC04ArmorUSArmyCombatOE|Superior Training
ENCH|0x100d358|NVDLC04ArmorLegateCustomOE|87th Tribal Ways
ENCH|0x100d357|NVDLC04ArmorPowerNCRScorchedOE|Sierra Power Armor
ENCH|0x100d33d|NVDLC04HelmetMarkedBeastTribalOE|Tribe of the Beast
ENCH|0x100d33c|NVDLC04HelmetMarkedBeastFaceOE|Beast Face
ENCH|0x100d33b|NVDLC04HelmetMarkedBeastEyesOE|Beast Eyes
ENCH|0x100d33a|NVDLC04HelmetMarkedBeastOE|Beast Helm
ENCH|0x100d2b1|NVDLC04HelmetRiotGearUniqueOE|Red Scare
ENCH|0x100d2b0|NVDLC04HelmetRiotGearCustomOE|Red Vision
ENCH|0x100d2af|NVDLC04HelmetRiotGearOE|Red Eye
ENCH|0x100d277|NVDLC04ArmorRiotGearUniqueOE|Riot's Ruin
ENCH|0x100d276|NVDLC04ArmorRiotGearCustomOE|Riot Response
ENCH|0x100d275|NVDLC04ArmorRiotGearOE|Riot Geared
ENCH|0x100d22c|NVDLC04ArmorMarkedTribalOE|Marked Tribal
ENCH|0x100d22b|NVDLC04ArmorMarkedScoutOE|Marked Scout
ENCH|0x100d22a|NVDLC04ArmorMarkedTrooperOE|Marked Trooper
ENCH|0x100d229|NVDLC04ArmorMarkedPatrolOE|Marked Patrol
ENCH|0x100d107|NVDLC04ArmorDusterUlyssesOE|Ulysses' Duster
ENCH|0x100d106|NVDLC04ArmorDusterOldWorldOE|Old World Justice
ENCH|0x100d105|NVDLC04ArmorDusterNCROE|The Great Bear
ENCH|0x100d104|NVDLC04ArmorDusterLegionOE|Fighting Chance
ENCH|0x100d103|NVDLC04ArmorDusterCourierOE|Blackjack
ENCH|0x100ceeb|NVDLC04ArmorUlyssesMaskOE|Ulysses' Mask
ENCH|0x100cca7|NVDLC04ArmorUSMilitaryGeneralOE|General's Influence
ENCH|0x100c3b4|NVDLC04DummyLaserDetonator|Laser Detonator Dummy Effect
ENCH|0x100b6c1|NVDLC04WearArcWelderEffectEnch|Electrocution
ENCH|0x100a605|NVDLC04BowieKnifeUniqueOE|Blood-Nap
ENCH|0x100a566|NVDLC04UlyssesFlagPoleEnch|Ulysses' Pride
ENCH|0x100a548|NVDLC04BowieKnifeOE|Bowie Knife
ENCH|0x1007481|NVDLC04WeapGrenadeFlashBangEnch|Flash Bang
ENCH|0x100747a|NVDLC04WeapFlareGunAreaEnch|Area Flare Effect
ENCH|0x1004d57|NVDLC04WeapFlareGunEnch|Burninate All the Peoples
SPEL|0x100e11d|NVDLC04BladeOfTheWestKnockdownSpell|
SPEL|0x100dec7|NVDLC04BowieKnifeUniqueAE|Blood-Nap Bonuses
SPEL|0x100dcd3|NVDLC04TunnelerLiftDT|
SPEL|0x100dcc8|NVDLC04WeapFlareResistSpell|Flare Resist
SPEL|0x100dca8|NVDLC04TunnelerBossDT|
SPEL|0x100dc71|NVDLC04PerkBurdenToBear|
SPEL|0x100dc5d|NVDLC04TunnelerPoison|Poison
SPEL|0x100dbf7|NVDLC04EDETimer|
SPEL|0x100d6c5|NVDLC04TunnelerBruteDT|
SPEL|0x100d6c4|NVDLC04TunnelerDT|
SPEL|0x100d6c0|NVDLC04TunnelerBruteSpecial|
SPEL|0x100d6bf|NVDLC04TunnelerAmbushSpecial|
SPEL|0x100d63c|NVDLC04MarkedMenPerceptionPenalty|Marked Men Perception Penalty
SPEL|0x100d067|NVDLC04TourniquetEffect|Tourniquet Effect
SPEL|0x100cee5|NVDLC04MarkedMenRadResist|Radiation Resistance
SPEL|0x100cee4|NVDLC04MarkedMenRadHeal|Radiation Healing
SPEL|0x100cdd2|NVDLC04SuperStimpakEffect|Super Stimpak Effect
SPEL|0x100cdcd|NVDLC04StimpakEffect|Stimpak Effect
SPEL|0x100c719|NVDLC04ThoughtYouForDeadPerkEffect|Thought You Died
SPEL|0x100c718|NVDLC04WalkerInstinctPerkEffect|Walker Instinct
SPEL|0x100c433|NVDLC04IrradiatedBeautyPerkEffect|Irradiated Beauty
SPEL|0x100c432|NVDLC04BroadDaylightPerkEffect|Broad Daylight
SPEL|0x100c431|NVDLC04JustLuckyImAlivePerkEffect|Just Lucky I'm Alive
SPEL|0x100c42c|NVDLC04CertifiedTechPerkEffect|Certified Tech
SPEL|0x100c42b|NVDLC04AlertnessPerkEffect|Alertness
SPEL|0x100c42a|NVDLC04AintLikeThatNowPerkEffect|Ain't Like That Now
SPEL|0x100c2d8|NVDLC04SloMoEffect|Slo-Mo for DLC04 Finale
SPEL|0x100a544|NVDLC04BowieKnifeVATSAE|Dirt-Nap
SPEL|0x1009239|NVDLC04RestUp|
ACTI|0x100e10a|NVDLC04Silo02Floor01AwakenBotTrigger|Awaken Bot
ACTI|0x100e105|NVDLC04BowieKnifeUniqueStatic|Blood-Nap
ACTI|0x100e0f7|NVDLC04Road01MMBossCampRavagerAttackTrigger|Snap out of it
ACTI|0x100ddd1|NVDLC04Road02AmbushTrigger|Deathclaw Ambush Trigger
ACTI|0x100ddc4|NVDLC04TunnelCodeSupport|Support the Show
ACTI|0x100dc69|NVDLC04UlyssesFake2Trigger|
ACTI|0x100dc64|NVDLC04RALPHIEPosterActivator|RALPHIE Poster
ACTI|0x100dc43|NVDLC04UlyssesFake1Trigger|
ACTI|0x100dbf1|NVDLC04UlyssesTrigger4|Road01 Ulysses EDE Trigger
ACTI|0x100db00|NVDLC04Road01DetonatorOnTrigger|
ACTI|0x100da81|NVDLC04RadiationHealTrigger|
ACTI|0x100d95c|NVDLC04Road01MMRushEVPTrigger|Snap out of it
ACTI|0x100d90f|NVDLC04SunstoneWave2Trigger|Sunstone Wave 2 Trigger
ACTI|0x100d793|NVDLC04LaserDetonatorActivator|Laser Detonator
ACTI|0x100d785|NVDLC04Divide2Ambush02|Gas Valve
ACTI|0x100d784|NVDLC04DivideBladeGrenade|Gas Valve
ACTI|0x100d783|NVDLC04Divide2Ambush01|Gas Valve
ACTI|0x100d58c|NVDLC04AudioLogUlyssesWhiteLegs1Trigger|
ACTI|0x100d58b|NVDLC04AudioLogUlyssesBigMT1Trigger|
ACTI|0x100d58a|NVDLC04AudioLogUlyssesWhiteLegs3Trigger|
ACTI|0x100d589|NVDLC04AudioLogUlyssesBigMT3Trigger|
ACTI|0x100d57c|NVDLC04AudioLogUlyssesBigMT2Trigger|
ACTI|0x100d57b|NVDLC04AudioLogUlyssesWhiteLegs2Trigger|
ACTI|0x100d2db|NVDLC04EDETerminalLeverTemple|Terminal Lever
ACTI|0x100d2da|NVDLC04EDETerminalLeverLaunch|Terminal Lever
ACTI|0x100d2b3|NVDLC04Road01WomenBarracksCodeHolder|Direct the Show
ACTI|0x100d285|NVDLC04AutoSaveTrigger|
ACTI|0x100d1c7|NVDLC04EDETerminalWallLever|
ACTI|0x100d12a|NVDLC04EDETerminalLever|Terminal Lever
ACTI|0x100cfe7|NVDLC04Road01MusicTrigger|
ACTI|0x100cf1c|NVDLC04NukeLegionSwimTrigger|NVDLC04 Nuke Legion Swim Trigger
ACTI|0x100cee1|NVDLC04PostDLCExplosionTrigger|
ACTI|0x100cdb0|NVDLC04UlyssesVistaCodeHolder|Direct the Show
ACTI|0x100cd4a|NVDLC04EDEHireTrigger|Gas Valve
ACTI|0x100cbd3|NVDLC04AutoDoc|Auto-Doc
ACTI|0x100cb8c|NVDLC04NukedBlastTrigger|
ACTI|0x100cb77|NVDLC04Silo01WelcomeDoorTrigger|Welcome to Silo01
ACTI|0x100cb76|NVDLC04Silo02DoorSwapCodeHolder|No More Lift For U
ACTI|0x100ca79|NVDLC04EDETempleRevealCodeHolder|Gas Valve
ACTI|0x100c9be|NVDLC04SiloElevatorShaft06|
ACTI|0x100c9bc|NVDLC04SiloElevatorShaft05|
ACTI|0x100c9ba|NVDLC04SiloElevatorShaft04|
ACTI|0x100c9b8|NVDLC04SiloElevatorShaft03|
ACTI|0x100c9b6|NVDLC04SiloElevatorShaft02|
ACTI|0x100c867|NVDLC04EntranceSafetyTrigger|
ACTI|0x100c82e|NVDLC04DivideSLWasteDisposalTT|NVDLC04DivideTrigger2
ACTI|0x100c828|NVDLC04SLWasteDisposalTrigger|Waste Disposal Station Trigger
ACTI|0x100c7f8|NVDLC04MaintenanceTrigger|Gas Valve
ACTI|0x100c7f4|NVDLC04SunstoneTriggerREF|Gas Valve
ACTI|0x100c75a|NVDLC04DivideBuildingFallCodebox|
ACTI|0x100c6ae|NVDLC04EDEFlyAwayTrigger|
ACTI|0x100c60f|NVDLC04RedGlareStatic|Red Glare
ACTI|0x100c47a|NVDLC04CompletionTrigger|
ACTI|0x100c46b|NVDLC04NukedLegionBoat|Boat to Nuked Legion Encampment
ACTI|0x100c1ee|NVDLC04EDEMissileLaunchTrigger|Gas Valve
ACTI|0x100c122|NVDLC04RadioTowerStartTrigger|
ACTI|0x100bee4|NVDLC04Road02KlaxonLight|
ACTI|0x100bcfa|NVDLC04Road01MMCamp03CodeHolder|Direct the Show
ACTI|0x100b99c|NVDLC04UlyssesTempleIsPS3|
ACTI|0x100b8f6|NVDLC04EDECommissaryDirty|Commissary Terminal
ACTI|0x100b6b0|NVDLC04Silo02ExplosionTrigger|
ACTI|0x100b658|NVDLC04TempleKillTrigger|Temple Kill Trigger
ACTI|0x100b657|NVDLC04TempleKlaxonLight|
ACTI|0x100b648|NVDLC04Road02TunnelerTrigger|Tunneler Spawn Trigger
ACTI|0x100b06e|NVDLC04UlyssesLootTrigger|Ulysses Loot Trigger
ACTI|0x100ac94|NVDLC04TunnelDeathclawRushTrigger|Run Deathclaw Run
ACTI|0x100ab52|NVDLC04EDECommissaryAccessTrigger|Gas Valve
ACTI|0x100a90b|NVDLC04Silo01Floor01AwakenBotTrigger|Awaken Bot
ACTI|0x100a870|NVDLC04EDECommissary|Commissary Terminal
ACTI|0x100a82a|NVDLC04TrapLaserTripwireEmitter|Laser Tripwire Emitter
ACTI|0x100a826|NVDLC04TrapLaserTripwire|Laser Tripwire
ACTI|0x100a7d7|NVDLC04SatchelChargeThrowing01|
ACTI|0x100a7d3|NVDLC04Silo01EDEReleaseCodeHolder|Direct EDE's Release Show
ACTI|0x100a673|NVDLC04UlyssesGrenadeTrigger|NVDLC04 Ulysses Grenade Trigger
ACTI|0x100a386|NVDLC04Road02DeathclawTrigger|Road 02 Deathclaw Trigger
ACTI|0x100a32b|NVDLC04TunnelSoundScare03Trigger|Creep Out
ACTI|0x1009fea|NVDLC04DyingBreathNote|Dying Breath Note
ACTI|0x1009c94|NVDLC04TempleLaunchTerminal|Missile Launch Terminal
ACTI|0x1009c2c|NVDLC04Silo2ElevatorControls|Ashton Silo Lift Controls
ACTI|0x10099ff|NVDLC04Silo02EntranceTrigger|Gas Valve
ACTI|0x100974b|NVDLC04Silo02ElevatorCodeHolder|Direct Elevator Show
ACTI|0x100974a|NVDLC04Silo02ElevatorExplosionsCodeHolder|Direct Elevator Explosions
ACTI|0x100971f|NVDLC04EDEAudioLog10Trigger|
ACTI|0x100971e|NVDLC04EDEAudioLog09Trigger|
ACTI|0x100971d|NVDLC04EDEAudioLog08Trigger|
ACTI|0x100971c|NVDLC04EDEAudioLog07Trigger|
ACTI|0x100971b|NVDLC04EDEAudioLog06Trigger|
ACTI|0x100971a|NVDLC04EDEAudioLog05Trigger|
ACTI|0x1009719|NVDLC04EDEAudioLog04Trigger|
ACTI|0x1009718|NVDLC04EDEAudioLog03Trigger|
ACTI|0x1009717|NVDLC04EDEAudioLog02Trigger|
ACTI|0x100950c|NVDLC04EDEAccessPoint|ED-E Access Point
ACTI|0x1009495|NVDLC04TunnelFinaleTrigger|Creep Out
ACTI|0x1009494|NVDLC04TunnelSoundCreepTrigger|Creep Out
ACTI|0x1009493|NVDLC04TunnelSoundScare02Trigger|Creep Out
ACTI|0x100941d|NVDLC04TunnelCodeHolder|Direct the Show
ACTI|0x100941c|NVDLC04TunnelSoundScareTrigger|Creep Out
ACTI|0x100941b|NVDLC04TunnelTunnelerScareTrigger|Awaken Tunneler
ACTI|0x100941a|NVDLC04Silo01BowieKnifeCodeHolder|Bowie Knife Fun
ACTI|0x1009384|NVDLC04TempleEyebotControl02|Eyebot Control Console
ACTI|0x1009383|NVDLC04TempleEyebotControl01|Eyebot Control Console
ACTI|0x1009382|NVDLC04TempleDoorLockTrigger|
ACTI|0x1009381|NVDLC04UlyssesBattleCodebox|
ACTI|0x1009302|NVDLC04Silo01MaintenanceBot02|Maintenance Bot
ACTI|0x1009301|NVDLC04Silo01MaintenanceBot01|Maintenance Bot
ACTI|0x100923b|NVDLC04SlideShowTrigger|SlideShow Trigger
ACTI|0x1009144|NVDLC04WarheadSide|Warhead
ACTI|0x1009072|NVDLC04DivideStartCombatTrigger|
ACTI|0x1008fe8|NVDLC04Road01MMCamp02Scout01AwakenTrigger|Awaken Scout Dood
ACTI|0x1008fe7|NVDLC04Road01MidCodeHolder|Direct Hopeville Show
ACTI|0x1008fa9|NVDLC04DivideSniperWarhead02|Warhead
ACTI|0x1008fa8|NVDLC04DivideSniperWarhead03|Warhead
ACTI|0x1008fa7|NVDLC04DivideSniperWarhead01|Warhead
ACTI|0x1008ef1|NVDLC04Road01StartCodeHolder|Direct Hopeville Show
ACTI|0x1008ef0|NVDLC04Road01EDEWarheadRevealTrigger|Start the Show
ACTI|0x1008e0e|NVDLC04Silo01CodeHolder|Direct Silo Show
ACTI|0x1008c0d|NVDLC04DivideWPTunnelerTrigger|
ACTI|0x1008c0c|NVDLC04DivideDisableTrigger|
ACTI|0x1008ba5|NVDLC04Silo01RevealCodeHolder|Direct the Show
ACTI|0x1008a49|NVDLC04EDEScaredTrigger|
ACTI|0x1008a47|NVDLC04EDEExcitedTrigger|
ACTI|0x1008a45|NVDLC04EDESadTrigger|
ACTI|0x1008a44|NVDLC04EDEHappyTrigger|
ACTI|0x10089f3|NVDLC04Road01MMCamp01Scout01AwakenTrigger|Awaken Scout Dood
ACTI|0x10089f2|NVDLC04Road01Camp01CodeHolder|Direct the Show
ACTI|0x10089f1|NVDLC04Road01MMCamp01GuardsAwakenTrigger|Awaken Guard Duadz
ACTI|0x100899b|NVDLC04KillTrigger|
ACTI|0x100899a|NVDLC04DivideFlareLaunchTrigger|
ACTI|0x1008999|NVDLC04DivideEnableTrigger|
ACTI|0x1008958|NVDLC04DivideFlares01Trigger|
ACTI|0x100894f|NVDLC04Silo1EDEMainframeActivateTrigger|EDE AddScriptPackage Trigger
ACTI|0x100894e|NVDLC04Silo01MainframeONOFF|Hopeville Silo Mainframe Controls
ACTI|0x100894d|NVDLC04Silo01Floor02AwakenBotTrigger|Awaken Bot
ACTI|0x100891d|NVDLC04Road01ExitCodeHolder|Direct the Show
ACTI|0x10087e3|NVDLC04UlyssesTrigger2|Gas Valve
ACTI|0x10087e0|NVDLC04UlyssesTrigger1|Road01 Ulysses EDE Trigger
ACTI|0x1008723|NVDLC04DeathclawBossTargetTrigger|
ACTI|0x1008722|NVDLC04DivideDeathclawWarhead|
ACTI|0x10086be|NVDLC04HighRoadEntryTRIGGER|
ACTI|0x1008694|NVDLC04DivideBldgWarhead|
ACTI|0x1008690|NVDLC04MQ01cTrigger|Gas Valve
ACTI|0x100868d|NVDLC04LaunchControlActivator|Control Station
ACTI|0x1008470|NVDLC04Silo1EDETrigger01|EDE Powers Silo
ACTI|0x1007d21|NVDLC04DivideRumbleTrigger|
ACTI|0x1007d20|NVDLC04DivideDeathclawCaveInTrigger|
ACTI|0x1007ced|NVDLC04MissileLaunch|
ACTI|0x1007969|NVDLC04ForceDivideNormalWeatherTrigger|
ACTI|0x1007968|NVDLC04ForceDivideCaveWeatherTrigger|
ACTI|0x1007931|NVDLC04SetDivideCaveWeatherTrigger|
ACTI|0x1007930|NVDLC04SetDivideNormalWeatherTrigger|
ACTI|0x1007486|NVDLC04Warhead|Warhead
ACTI|0x10046e8|NVDLC04SiloBlastDoorControls|Silo Blast Door Controls
ACTI|0x1003e28|NVDLC04MQ02aTrigger|Gas Valve
ACTI|0x1003218|NVDLC04Silo1ElevatorTrigger|NVDLC04Silo1ElevatorTrigger
ACTI|0x10031c4|NVDLC04SiloElevatorShaft01|
TERM|0x100c83a|NVDLC04TempleMaintenanceDoorLock|Terminal
TERM|0x100c839|NVDLC04TerminalSilo02DoorLock|Terminal
TERM|0x100c621|NVDLC04TerminalRoad01Armory|Armory Access Terminal
TERM|0x100c61e|NVDLC04TerminalSilo01Bots01RoomEnter|Sentry Security Access Level One
TERM|0x100c61d|NVDLC04TerminalSilo01HydraulicsRoomEnter|Hydraulics Access Level Three
TERM|0x100c12f|NVDLC04DivideGovtTerminalWW|Office of the Treasurer Terminal
TERM|0x100b99d|NVDLC04TempleRepairPodTerminal|Repair Pod Terminal
TERM|0x100a7d2|NVDLC04TerminalSilo01EDERelease|Maintenance Bot Control
TERM|0x100a2cd|NVDLC04DivideAptTerminal|Jackie's Computer
TERM|0x100a2cc|NVDLC04DivideGovtTerminal|Office of the Treasurer Terminal
TERM|0x100a2cb|NVDLC04DivideWaterPlantTerminal|Manager's Terminal
TERM|0x10092f7|NVDLC04TerminalSilo01SecurityTurret|Turret Security Terminal
TERM|0x10092f6|NVDLC04TerminalSilo01SecuritySentry|Base Commander's Terminal
TERM|0x1009075|NVDLC04Silo02TerminalTEMP|ED-E Access Point
TERM|0x1008f60|NVDLC04TempleMaintenanceTerminal02|Maintenance Terminal
TERM|0x1008f5f|NVDLC04TempleMaintenanceTerminal|Maintenance Terminal
TERM|0x100894c|NVDLC04TerminalSilo01Mainframe|Mainframe Terminal
TERM|0x100749b|NVDLC04TerminalSilo01FirstRobots|Security Control Level Two
TERM|0x100749a|NVDLC04TerminalSilo01UtilityRoomEnter|Maintenance Access Level Three
TERM|0x1003eac|NVDLC04Road01MilitaryGateTerminal|Gate Terminal
ARMO|0x100d036|NVDLC04SkeletonHead|Skeleton Head
ARMO|0x100d032|NVDLC04Skeleton|Skeleton
ARMO|0x100ceec|NVDLC04HelmetBreathingMaskUnique|Ulysses' Mask
ARMO|0x100c9c2|NVDLC04HelmetMarkedBeastFace|Marked Beast Face Helmet
ARMO|0x100c9c1|NVDLC04HelmetMarkedBeastEyes|Marked Beast Eyes Helmet
ARMO|0x100c9c0|NVDLC04HelmetMarkedBeast|Marked Beast Helmet
ARMO|0x100c717|NVDLC04ArmorPowerNCRScorched|Scorched Sierra Power Armor
ARMO|0x100c716|NVDLC04ArmorLegateCustom|Armor of the 87th Tribe
ARMO|0x10092ea|NVDLC04HelmetLegateHelm|Marked Beast Tribal Helmet
ARMO|0x10092e9|NVDLC04ArmorMarkedMenPatrol|Marked Patrol Armor
ARMO|0x10092e8|NVDLC04ArmorMarkedMenTribal|Marked Tribal Armor
ARMO|0x1009257|NVDLC04ArmorDusterOldWorld|Courier Duster
ARMO|0x1009255|NVDLC04ArmorDusterNCR|Courier Duster
ARMO|0x1009254|NVDLC04ArmorDusterLegion|Courier Duster
ARMO|0x1009253|NVDLC04ArmorDusterCourier|Courier Duster
ARMO|0x1008f00|NVDLC04ArmorUSArmyCombatArmor|US Army Combat Armor
ARMO|0x1008eff|NVDLC04OutfitUSMilitaryGeneral|US Army General Outfit
ARMO|0x1008b04|NVDLC04ArmorMarkedMenScout|Marked Scout Armor
ARMO|0x1008b03|NVDLC04ArmorMarkedMenTrooper|Marked Trooper Armor
ARMO|0x100885b|NVDLC04ArmorRiotGearUnique|Elite Riot Gear
ARMO|0x100885a|NVDLC04HelmetRiotGearUnique|Elite Riot Gear Helmet
ARMO|0x1008859|NVDLC04HelmetRiotGearCustom|Advanced Riot Gear Helmet
ARMO|0x1008857|NVDLC04ArmorRiotGearCustom|Advanced Riot Gear
ARMO|0x1008856|NVDLC04HelmetRiotGear|Riot Gear Helmet
ARMO|0x1008855|NVDLC04ArmorRiotGear|Riot Gear
ARMO|0x10076de|NVDLC04ArmorDusterUlyssesOW|Ulysses' Duster
ARMO|0x10076dd|NVDLC04HelmetBreathingMask|Breathing Mask
ARMO|0x10076dc|NVDLC04HelmetUlysessNPC|Ulysses' Mask
ARMO|0x10076db|NVDLC04ArmorDusterUlyssesNPC|Ulysses' Duster
CONT|0x100d356|NVDLC04FootlockerMilitaryEmpty|Footlocker
CONT|0x100d355|NVDLC04FootlockerMilitaryHIGH|Footlocker
CONT|0x100d354|NVDLC04FootlockerMilitaryMED|Footlocker
CONT|0x100d308|NVDLC04LootAmmoBox10mm|Ammunition Box
CONT|0x100d2e7|NVDLC04LockerMilitaryLock|Locker
CONT|0x100d2e4|NVDLC04LockerMilitary|Locker
CONT|0x100d2de|NVDLC04FootlockerMilitaryLOW|Footlocker
CONT|0x100d273|NVDLC04NukeLegionCrate|Tribute Crate
CONT|0x100d213|NVDLC04MarkedMenCorpse03Container|Dead Marked Man
CONT|0x100d212|NVDLC04MarkedMenCorpse01Container|Dead Marked Man
CONT|0x100d211|NVDLC04MarkedMenCorpse02Container|Dead Marked Man
CONT|0x100d1d7|NVDLC04LockerRiotArmorLocked|Locker
CONT|0x100d1be|NVDLC04LockerRiotArmor|Locker
CONT|0x100d1bc|NVDLC04LockerArmor|Locker
CONT|0x100d1ba|NVDLC04LockerArmorLOCKED|Locker
CONT|0x100d101|NVDLC04LootFirstAidKitLock|First Aid Box
CONT|0x100ccca|NVDLC04LootAmmoBox308LOCK|Ammunition Box
CONT|0x100ccc9|NVDLC04LootAmmoBoxElectronChargePacks|Ammunition Box
CONT|0x100ccc3|NVDLC04LootSafeFloorSilo02Rubble|Floor Safe
CONT|0x100ccc2|NVDLC04LootTruckCrateGrenades100|Military Shipping Crate
CONT|0x100ccc1|NVDLC04LootTruckCrateGrenadesFrag100|Military Shipping Crate
CONT|0x100ccc0|NVDLC04LootTruckCrateGrenadesIncendiary100|Military Shipping Crate
CONT|0x100ccbf|NVDLC04LootTruckCrateGrenadesPlasma100|Military Shipping Crate
CONT|0x100ccbe|NVDLC04LootTruckCrateGrenadesPulse100|Military Shipping Crate
CONT|0x100ccbd|NVDLC04LootTruckCrateMines100|Military Shipping Crate
CONT|0x100ccbc|NVDLC04LootTruckCrateMinesFrag100|Military Shipping Crate
CONT|0x100ccbb|NVDLC04LootTruckCrateMinesPlasma100|Military Shipping Crate
CONT|0x100ccba|NVDLC04LootTruckCrateMinesPulse100|Military Shipping Crate
CONT|0x100ccb9|NVDLC04ToolboxChems|Toolbox
CONT|0x100ccb8|NVDLC04ToolboxContainerWithGun|Toolbox
CONT|0x100ccb7|NVDLC04ToolboxLiquor|Toolbox
CONT|0x100cafa|NVDLC04LootAmmoBoxAmmoFlareGun|Ammunition Box
CONT|0x100ca57|NVDLC04LootAmmoBox308|Ammunition Box
CONT|0x100c9d3|NVDLC04Road02Crate|Military Shipping Crate
CONT|0x100c9d1|NVDLC04LootWorkBenchContainer|Metal Box
CONT|0x100c9d0|NVDLC04CraftingWorkBenchContainer|Metal Box
CONT|0x100c9cf|NVDLC04CraftingReloadingBenchContainer|Metal Box
CONT|0x100c9ce|NVDLC04CraftingCampfireContainer|Metal Box
CONT|0x100c96d|NVDLC04SuitCaseRawr|Suitcase
CONT|0x100c96c|NVDLC04LootDuffleBagAdventurer01|Adventurer's Pack
CONT|0x100c96b|NVDLC04LootDuffleBagAdventurer02|Adventurer's Pack
CONT|0x100c96a|NVDLC04LootDuffleBagAdventurer03|Adventurer's Pack
CONT|0x100c969|NVDLC04LootDuffleBagAdventurer04|Adventurer's Pack
CONT|0x100c968|NVDLC04LootDuffleBagAdventurer05|Adventurer's Pack
CONT|0x100c967|NVDLC04LootAmmoBox01|Ammunition Box
CONT|0x100c966|NVDLC04LootAmmoBox02|Ammunition Box
CONT|0x100c965|NVDLC04LootNukeAmmoBox02|Ammunition Box
CONT|0x100c964|NVDLC04LootNukeAmmoBox01|Ammunition Box
CONT|0x100c963|NVDLC04LootAmmoBoxEmpty|Ammunition Box
CONT|0x100c962|NVDLC04LootAshPile01|Ash Pile
CONT|0x100c961|NVDLC04LootAshPile02|Ash Pile
